José Ortega y Gasset visited Husserl at Freiburg in 1934 .	1934 besuchte José Ortega y Gasset Husserl in Freiburg .	José Ortega y Gasset besuchte Husserl in Freiburg im Jahr 1934 .	0.33
or by viruses and bacteria from sewage effluent that sometimes contaminates coastal waters .	oder durch Viren und Bakterien aus Abwässern , die manchmal Küstengewässer verunreinigen .	oder durch Viren und Bakterien aus Abwässern , die manchmal Küstengewässer kontaminieren .	0.08
senior pitcher Stacey Nelson pitched seven scoreless innings for her 19th shutout of the year .	Senior Pitcher Stacey Nelson schlug sieben torlose Innings für ihren 19. Shutout des Jahres .	der Pitcherin Stacey Nelson aus der zwölften Klasse warf sieben punktlose Innings für ihr 19. Shutout des Jahres .	0.47
little Orphan Annie at Don Markstein 's Toonopedia .	kleine Orphan Annie in Don Marksteins Toonopedia .	Little Orphan Annie in Don Marksteins Toonopedia .	0.12
the pronunciation of short and tends towards and , respectively , in many dialects .	die Aussprache von kurz und neigt in vielen Dialekten zu bzw ..	tendiert die kurze Aussprache zu vielen Dialekten .	1.25
Newport reliever Geoff Brown pitched four innings of shutout relief , allowing only one hit in four innings after replacing Brad Mincey in the sixth .	Newport Reliefs Geoff Brown schlug vier Innings Shutout Relief , so dass nur ein Hit in vier Innings nach dem Austausch Brad Mincey in der sechsten .	Geoff Brown , der Newport-Ablöser , warf vier Innings der Shutout-Erleichterung auf den Tisch und erlaubte nur einen Treffer in vier Innings , nachdem er Brad Mincey im sechsten Innings abgelöst hatte .	0.67
juvenile vandalism and pilfering occurred in waves .	Jugendlicher Vandalismus und Plünderung ereigneten sich in Wellen .	Jugendlicher Vandalismus und Diebstahl traten in Wellen auf .	0.44
lathes , drills , gantry crane , mills and grinders etc .	Drehmaschinen , Bohrer , Portalkran , Mühlen und Schleifmaschinen usw .	Drehmaschinen , Bohrmaschinen , Portalkrane , Mühlen und Schleifer usw .	0.27
numerous NP Cabooses remain in private collections .	zahlreiche NP-Kabinen bleiben in Privatsammlungen .	zahlreiche NP-Kombüsen befinden sich noch in Privatsammlungen .	0.50
the brickwork of the pit walling was originally bagged with lime slurry and featured drainage outlets to all pits .	das Mauerwerk der Grubenummauerung war ursprünglich mit Kalk-Gülle gesackt und verfügte über Entwässerungsauslässe für alle Gruben .	das Mauerwerk der Schachtmauer war ursprünglich mit Kalkschlamm gefüllt und verfügte über Entwässerungsöffnungen zu allen Gruben .	0.35
when Yale 's fake punt failed Collier Winter soon passed to Chris Lorditch for the winning touchdown .	als Yales gefälschter Fotze Collier Winter scheiterte , ging er bald an Chris Lorditch für den siegreichen Touchdown .	als Yales Fake-Punt fehlschlug , übergab Collier Winter bald an Chris Lorditch , um den Touchdown zu gewinnen .	0.58
" Mao , Lin Biao , and the Fifth Encirclement Campaign " .	" Mao , Lin Biao und die fünfte Einkreisungskampagne " .	" Mao , Lin Biao und die Fünfte Einkreisungskampagne " .	0.09
consequently , most of the homesteaders abandoned their properties .	infolgedessen verließen die meisten Hausbesitzer ihre Besitztümer .	infolgedessen gaben die meisten Hausbewohner ihr Eigentum auf .	0.56
Yan 's intransigence obliged the Japanese to invade Linfen .	Yans Unnachgiebigkeit zwang die Japaner , Linfen zu erobern .	Yans Unnachgiebigkeit zwang die Japaner , in Linfen einzufallen .	0.30
this gave birth to American whiskey and Kentucky bourbon , and its cousins moonshine and Everclear .	dies gebar amerikanischen Whiskey und Kentucky Bourbon , und seine Cousins Mondschein und Everclear .	dies brachte amerikanischen Whisky und Kentucky Bourbon und seine Cousins Moonshine und Everclear hervor .	0.33
the geology consists of weathered gravel , clays and silt over sandstone bedrock .	die Geologie besteht aus verwittertem Kies , Tonen und Schlamm über Sandstein-Gestein .	die Geologie besteht aus verwittertem Kies , Ton und Schlick über Sandsteingrund .	0.23
John Chiles led the Longhorns with 54 yards on 9 carries .	John Chiles führte die Longhorns mit 54 Yards auf 9 Trägern .	John Chiles führte die Longhorns mit 54 Yards auf 9 Läufen an .	0.15
Israel retaliated against Egyptian shelling with commando raids , artillery shelling and air strikes .	Israel hat gegen ägyptische Beschuss mit Kommandoangriffen , Artilleriebeschuss und Luftangriffen Vergeltung geübt .	Israel reagierte auf den ägyptischen Beschuss mit Kommandoangriffen , Artilleriebeschuss und Luftangriffen .	0.46
in 2010 , Timberlake participated in the Hope for Haiti Now telethon performing " Hallelujah " .	2010 nahm Timberlake an der Hope for Haiti Now telethon mit " Hallelujah " teil .	im 2010 nahm Timberlake am Hope for Haiti Now-Telethon teil und sang " Hallelujah " .	0.44
suddenly , Spangles peels off his head to reveal an alien underneath it .	plötzlich schält Spangles seinen Kopf ab , um einen Alien darunter zu enthüllen .	plötzlich schält Spangles seinen Kopf ab , um einen Außerirdischen darunter zum Vorschein zu bringen .	0.25
reform Judaism ordained its first woman rabbi in 1972 , Reconstructionist Judaism in 1974 , and Conservative Judaism in 1985 .	das Reformjudentum wurde 1972 zur ersten Rabbinerin geweiht , 1974 zum Wiederaufbaujudentum und 1985 zum konservativen Judentum .	das Reformjudentum ordinierte seine erste Rabbi-Frau 1972 , das rekonstruktivistische Judentum 1974 und das konservative Judentum 1985 .	0.72
Bocskai then persuaded Sigismund to return , but Sigismund once again abdicated in March 1599 .	dann überredete Bocskai Sigismund zur Rückkehr , doch im März 1599 verzichtete Sigismund erneut .	Bocskai überredete dann Sigismund , zurückzukehren , aber Sigismund dankte noch einmal im März 1599 .	0.62
Lois Lane arrives at Stryker 's Island to question Toyman about Prankster .	Lois Lane kommt auf Strykers Insel an , um Toyman nach Prankster zu befragen .	Lois Lane kommt auf Stryker ' s Island an , um Toyman nach Prankster zu befragen .	0.24
Wolf populations in northern Inner Mongolia declined during the 1940s , primarily because of poaching of gazelles , the wolf 's main prey .	die Wolfspopulationen in der nördlichen Inneren Mongolei gingen in den 1940er Jahren zurück , vor allem wegen der Wilderei von Gazellen , der Hauptbeute des Wolfes .	die Wolfspopulationen in der nördlichen Inneren Mongolei gingen in den 1940er Jahren zurück , hauptsächlich aufgrund des Wilderns von Gazellen , der Hauptbeute des Wolfes .	0.19
this prompts Stella to confess to Michael and then , formally , to Fowler , that she lied about Rodney .	dies veranlasst Stella , Michael und Fowler formell zu gestehen , dass sie Rodney belogen habe .	dies veranlasst Stella , Michael und dann Fowler zu gestehen , dass sie über Rodney gelogen hat .	0.28
thus , Piquet won from Mansell , Prost , Berger , Boutsen and Patrese .	so gewann Piquet von Mansell , Prost , Berger , Boutsen und Patrese .	so siegte Piquet vor Mansell , Prost , Berger , Boutsen und Patrese .	0.14
a headline in the New York World newspaper shrieked " Tyranny !	eine Schlagzeile in der New York World Zeitung schrie " Tyranny !	eine Schlagzeile in der New York World Zeitung kreischte " Tyrannei !	0.17
Carlos Martinez threw his second shutout of the season on September 4 against the San Diego Padres .	Carlos Martinez warf seinen zweiten Shutout der Saison am 4. September gegen die San Diego Padres .	Carlos Martinez warf am 4. September seinen zweiten Shutout der Saison gegen die San Diego Padres .	0.06
in governing , John always depended on strong auxiliaries .	im Regieren war Johannes immer auf starke Hilfskräfte angewiesen .	bei der Regierung war John immer auf starke Hilfskräfte angewiesen .	0.36
the ahtlatl could also throw spears as its name implies " spear thrower " .	der Achtlatl könnte auch Speere werfen , wie der Name schon sagt " Speerwerfer " .	das Ahtlatl könnte auch Speere werfen , wie sein Name " Speerwerfer " andeutet .	0.40
disguised as a Korean merchant , he infiltrated a heavily guarded Korean fort .	als koreanischer Kaufmann verkleidet , infiltrierte er eine schwer bewachte koreanische Festung .	als koreanischer Kaufmann getarnt , infiltrierte er ein schwer bewachtes koreanisches Fort .	0.38
but Mrs. Perryman denied that any gunmen burst in on her .	aber Frau Perryman bestritt , dass irgendein Schütze auf sie hereinbrach .	aber Mrs. Perryman bestritt , dass irgendwelche bewaffneten Männer auf sie hereinstürmten .	0.38
minae Noji portrayed Karai in the 2014 film Teenage Mutant Ninja Turtles .	MINAE Noji porträtierte Karai im Film Teenage Mutant Ninja Turtles 2014 .	MINAE Noji porträtiert Karai im Film 2014 Teenage Mutant Ninja Turtles .	0.17
in that era , offences punishable by caning were similar to those punishable by birching or flogging in England and Wales .	in dieser Zeit waren Straftaten , die mit Stacheln geahndet wurden , denen ähnlich , die mit Birken oder Auspeitschen in England und Wales geahndet wurden .	zu dieser Zeit waren Straftaten , die mit Prügelstrafen geahndet wurden , mit denen vergleichbar , die in England und Wales mit Birkenrute oder Auspeitschen geahndet wurden .	0.21
Saarinen chose a weighted catenary over a normal catenary curve because it looked less pointed and less steep .	Saarinen wählte eine gewichtete Oberleitung über eine normale Oberleitungskurve , weil sie weniger spitz und weniger steil aussah .	Saarinen entschied sich für eine gewichtete Kettenlinie gegenüber einer normalen Kettenlinie , da diese weniger spitz und weniger steil aussah .	0.48
Paul , Bo Beetle , Steeewwww , Star Schlessinger , and Andy Daly talk about America 's Christian Uncoupling .	Paul , Bo Beetle , Steeewwww , Star Schlessinger und Andy Daly sprechen über Amerikas christliche Entkopplung .	Paul , Bo Beetle , Steeewwww , Star Schlessinger und Andy Daly sprechen über Amerikas christliche Entkopplung .	0.00
these early galleys apparently lacked a keel meaning they lacked stiffness along their length .	diesen frühen Galeeren fehlte es anscheinend an einem Kiel , was bedeutet , dass ihnen entlang ihrer Länge Steifigkeit fehlte .	anscheinend fehlte diesen frühen Galeeren ein Kiel , was bedeutet , dass sie auf ihrer gesamten Länge keine Steifheit hatten .	0.52
Mosby 's Reminiscences and Stuart 's Cavalry Campaigns .	Mosby ' s Reminiszenzen und Stuart ' s Cavalry Kampagnen .	Mosbys Reminiszenzen und Stuarts Kavalleriekampagnen .	1.33
effectively foreshadowed the lush orchestration and maturity of Pet Sounds .	die üppige Orchestrierung und Reife von Pet Sounds .	dies war ein deutlicher Hinweis auf die üppige Orchestrierung und Reife von Pet Sounds .	0.40
in 40 matches and 38 innings for KKR Ganguly scored 1,031 runs and took eight wickets .	in 40 Spielen und 38 Innings für KKR Ganguly erzielte 1.031 Läufe und nahm acht Pforten .	in 40 Spielen und 38 Innings erzielte KKR Ganguly 1.031 Runs und errang acht Pforten .	0.25
just before the restart on lap 161 , Bryan Herta ducked into the pits , and topped off the fuel .	kurz vor dem Neustart in Runde 161 duckte Bryan Herta in die Gruben und holte den Treibstoff ab .	kurz vor dem Neustart in Runde 161 duckte sich Bryan Herta in die Box und tankte Kraftstoff nach .	0.32
he demands $ 479,000 or he will kill Wendy and kidnap Abel .	er fordert $ 479.000 oder er wird Wendy töten und Abel entführen .	er verlangt 479,000 $ oder er wird Wendy töten und Abel entführen .	0.23
the System Changer , also released in 1983 by Mattel , is an Intellivision peripheral that plays Atari 2600 cartridges through the Intellivision .	der System Changer , ebenfalls 1983 von Mattel veröffentlicht , ist eine Intellivision Peripherie , die Atari 2600 Patronen durch die Intellivision spielt .	der System Changer , ebenfalls veröffentlicht in 1983 von Mattel ist ein Peripheriegerät von Intellivision , das Atari 2600 Patronen über Intellivision spielt .	0.42
her suppressed anger drove her to kill her abuser husband .	ihre unterdrückte Wut trieb sie dazu , ihren Missbraucherehemann zu töten .	ihre unterdrückte Wut trieb sie dazu , ihren missbrauchenden Ehemann zu töten	0.25
by 5 December , when the counteroffensive drove Army Group Centre back , they could muster 1,376 aircraft against just 600 German .	bis zum 5. Dezember , als die Gegenoffensive das Army Group Centre zurücktrieb , konnten sie 1.376 Flugzeuge gegen nur 600 Deutsche aufbringen .	bis zum 5. Dezember , als die Gegenoffensive die Heeresgruppe Mitte zurückdrängte , konnten sie 1.376 Flugzeuge gegen nur 600 Deutsche aufbringen .	0.22
Sr. Maria Stanisia became a notable portraitist , mainly of clergy .	Sr. Maria Stanisia wurde eine bemerkenswerte Porträtistin , hauptsächlich des Klerus .	Sr. Maria Stanisia wurde eine bemerkenswerte Porträtistin , hauptsächlich von Geistlichen .	0.17
she kidnaps Ste and tries to force a confession out of him .	Sie entführt Ste und versucht , ihm ein Geständnis aufzuzwingen .	Sie entführt Ste und versucht , ein Geständnis von ihm zu erzwingen .	0.31
as a result , Eberhard Ludwig , Duke of Württemberg issued an edict in 1696 banning the adulteration of wines with litharge .	so erließ der württembergische Herzog Eberhard Ludwig 1696 ein Edikt über das Verbot der Verfälschung von Weinen mit Litharge .	infolgedessen erließ Herzog Eberhard Ludwig von Württemberg ein Edikt im Jahr 1696 das die Verfälschung von Weinen mit Litharge verbot .	0.52
after a long simmering feud , Belloc replied with a booklet , The Case of Dr. Coulton , in 1938 .	nach einer langen kochenden Fehde antwortete Belloc 1938 mit einem Heft , The Case of Dr. Coulton .	nach einer langen , schwelenden Fehde antwortete Belloc mit einer Broschüre , The Case of Dr. Coulton , 1938 .	0.30
from 2000 to 2003 , Mendoza toured with Ted Nugent , and with Whitesnake in 2004 .	von 2000 bis 2003 tourte Mendoza mit Ted Nugent und 2004 mit Whitesnake .	von 2000 bis 2003 tourte Mendoza mit Ted Nugent und mit Whitesnake im Jahr 2004 .	0.19
